Time,Speed,Location,County,State,LAT,LON,Remarks,Lat,Lon,,
2000,UNK,CALHOUN CITY,CALHOUN,MS,3386,8931,LARGE TREE LIMBS DOWN. WINDS ESTIMATED AT 70 MPH. (MEG),33.86,-89.31,,
2003,113,BAY,CRAIGHEAD,AR,3574,9056,*** 1 FATAL *** MEASURED AT THE AIRPORT (MEG),35.74,-90.56,,
2003,113,BAY,CRAIGHEAD,AR,3574,9056,MEASURED AT THE AIRPORT (MEG),35.74,-90.56,,
2003,UNK,4 E RIENZI,ALCORN,MS,3476,8846,LOTS OF TREES DOWN NEAR THE TOWN OF JACINTO ALONG HWY 356 BETWEEN RIENZI AND BURNSVILLE. PROBABLE TORNADO. (MEG),34.76,-88.46,,
2005,UNK,CRANBERRY,VENANGO,PA,4135,7972,TREES DOWN ON ALLISON RD NEAR MORRISON PARK. (PBZ),41.35,-79.72,,
2005,UNK,PLEASANTVILLE,VENANGO,PA,4159,7958,TREES DOWN ON 3RD ST AND CEMETERY RD. (PBZ),41.59,-79.58,,
2005,UNK,PRESIDENT,VENANGO,PA,4146,7956,TREES DOWN ON WALNUT BEND RD (PBZ),41.46,-79.56,,
2008,UNK,TRUMANN,POINSETT,AR,3567,9052,ROOFS OF HOUSES. TREES DOWN. TIME ESTIMATED (MEG),35.67,-90.52,,
2015,UNK,ENDVILLE,PONTOTOC,MS,3432,8888,ONE HOUSE DAMAGED. POSSIBLE TORNADO (MEG),34.32,-88.88,,
2015,UNK,MEADVILLE,CRAWFORD,PA,4162,8013,SEVERAL TREES AND WIRES DOWN (CLE),41.62,-80.13,,
2020,UNK,LUNSFORD,CRAIGHEAD,AR,3576,9048,HOUSE DESTROYED. POSSIBLE TORNADO (MEG),35.76,-90.48,,
2020,UNK,4 W TUPELO,LEE,MS,3426,8880,MULTIPLE TREES DOWN. TREE ON HOUSE ON HWY 9 WEST OF TUPELO (MEG),34.26,-88.8,,
2025,UNK,FLORENCE,LAUDERDALE,AL,3480,8768,ROOFS BLOWN OFF HOUSES AND TREES DOWN. LOCATION WAS HOLLYWOOD AND VETERANS DRIVE. (HUN),34.8,-87.68,,
2035,UNK,ENGLEWOOD,MCMINN,TN,3542,8449,TREES AND POWER LINES DOWN ON HWY 165. (MRX),35.42,-84.49,,
2037,UNK,PRESIDENT,VENANGO,PA,4146,7956,TREES DOWN ON WALNUT BEND RD (PBZ),41.46,-79.56,,
2038,UNK,PLEASANTVILLE,VENANGO,PA,4159,7958,TREES DOWN ON 3RD ST AND CEMETERY RD (PBZ),41.59,-79.58,,
2040,60,UNION CITY,ERIE,PA,4188,7983,(CLE),41.88,-79.83,,
2042,60,5 E UNION CITY,ERIE,PA,4188,7973,(CLE),41.88,-79.73,,
2047,UNK,7 NNW HESTERVILLE,ATTALA,MS,3325,8969,TREES DOWN ON COUNTY ROAD 3122 (JAN),33.25,-89.69,,
2050,UNK,DUBOIS,CLEARFIELD,PA,4112,7876,SHED DAMAGED AND TREE DOWN ON QUARRY AVE. PUBLIC REPORTED A FUNNEL CLOUD (CTP),41.12,-78.76,,
2050,UNK,DUBOIS,CLEARFIELD,PA,4112,7876,TREES AND WIRES DOWN IN THE CITY (CTP),41.12,-78.76,,
2050,UNK,FALLS CREEK,JEFFERSON,PA,4115,7880,PARTS OF ROOFS AND SIDINGS TORN OFF BUILDINGS. (PBZ),41.15,-78.8,,
2050,UNK,FALLS CREEK,JEFFERSON,PA,4115,7880,TREES AND POWER LINES DOWN ON MAIN ST. (PBZ),41.15,-78.8,,
2050,UNK,REYNOLDSVILLE,JEFFERSON,PA,4109,7889,TREES AND POWER LINES DOWN ON WAYNE RD IN WINSLOW TWP. (PBZ),41.09,-78.89,,
2100,UNK,FRUITLAND,CAPE GIRARDEAU,MO,3745,8964,LATE REPORT...TREES DOWN WITH SOME TWISTED AT THE BASE. ONE TREE FELL ON A HOME CAUSING STRUCTURAL DAMAGE. EVENT OCCURRED OFF OF HIGHWAY 61 NEAR FRUITLAND. (PAH),37.45,-89.64,,
2100,UNK,OKOLONA,CHICKASAW,MS,3401,8875,ROOF AND STRUCTURAL DAMAGE (MEG),34.01,-88.75,,
2100,UNK,3 S KANNAPOLIS,CABARRUS,NC,3545,8062,TREE DOWN ON HOUSE. (GSP),35.45,-80.62,,
2110,UNK,DUBOIS,CLEARFIELD,PA,4112,7876,TREES AND WIRES DOWN IN THE CITY (CTP),41.12,-78.76,,
2115,UNK,DUBOIS,CLEARFIELD,PA,4112,7876,SHED DAMAGED AND TREE DOWN ON QUARRY AVE (CTP),41.12,-78.76,,
2115,UNK,DUBOIS,CLEARFIELD,PA,4112,7876,SHED DAMAGED AND TREE DOWN ON QUARRY AVE. PUBLIC REPORTED A FUNNEL CLOUD (CTP),41.12,-78.76,,
2120,UNK,1 NW ELLERY CENTER,CHAUTAUQUA,NY,4219,7936,TREE DOWN BETWEEN ELLERY CENTER AND MAPLE SPRINGS (BUF),42.19,-79.36,,
2122,UNK,FRUITLAND,CAPE GIRARDEAU,MO,3745,8964,TEN INCH CHERRY SNAPPED ABOVE THE GROUND AT HIGHWAY FF AND HIGHWAY 61. (PAH),37.45,-89.64,,
2130,UNK,SUNBRIGHT,MORGAN,TN,3624,8467,TREES DOWN. (MRX),36.24,-84.67,,
2145,UNK,ONEIDA,SCOTT,TN,3650,8451,TREES DOWN. (MRX),36.5,-84.51,,
2145,UNK,5 E GATE CITY,SCOTT,VA,3664,8249,TREES DOWN. (MRX),36.64,-82.49,,
2145,UNK,5 SW CROSSVILLE,CUMBERLAND,TN,3590,8510,TREES BLOWN DOWN ON POWER LINES NEAR LAKE TANSI. (OHX),35.9,-85.1,,
2147,80,3 E HARVEST,MADISON,AL,3486,8669,(HUN),34.86,-86.69,,
2158,UNK,2 NNE FORT OGLETHORPE,CATOOSA,GA,3497,8525,CATOOSA COUNTY EMERGENCY MANGEMENT RELAYED REPORTS OF A COUPLE OF DOWNED TREES AND SHINGLES BLOWN OFF ROOFS IN THE ROSSVILLE SECTION OF NW CATOOSA COUNTY. (FFC),34.97,-85.25,,
2200,UNK,JELLICO,CAMPBELL,TN,3658,8413,TREES DOWN AND A POWER POLE SPLIT. (MRX),36.58,-84.13,,
2200,UNK,2 SE LOOKOUT MOUNTAIN,WALKER,GA,3496,8533,AMATEUR RADIO RELAYED REPORTS OF SEVERAL DOWNED TREES AND POWERLINES NEAR THE DRIVE ALLEY ROAD AND BURNT MILL ROAD AREAS OF ROSSVILLE. (FFC),34.96,-85.33,,
2204,UNK,5 SSW CROSSVILLE,CUMBERLAND,TN,3588,8507,EMERGENCY MANAGERS OFFICE REPORTS MULTIPLE TREES DOWN,35.88,-85.07,,
2205,UNK,ROSSVILLE,WALKER,GA,3498,8529,PUBLIC REPORTED A SMALL OUTBUILDING AND ALL ITS CONTENTS WERE BLOWN AWAY. SOME TREES WERE ALSO DOWNED. (FFC),34.98,-85.29,,
2211,UNK,HOUGHTON,ALLEGANY,NY,4243,7816,TREES DOWN NEAR WESLEYAN CHURCH AT RT 19. (BUF),42.43,-78.16,,
2212,UNK,1 W DUMFRIES,PRINCE WILLIAM,VA,3857,7733,TREE LIMBS ABOUT 15 TO 17 INCHES IN DIAMETER WERE BLOWN DOWN. A CHRISTMAS TREE THAT WAS LAYING IN THE BACKYARD WAS MOVED ABOUT 60 FEET. A FUNNEL CLOUD WAS ALSO SITED. (LWX),38.57,-77.33,,
2215,UNK,E AUSTIN,POTTER,PA,4164,7809,SEVERAL TREES DOWN AND WATER OVER ROADS. (CTP),41.64,-78.09,,
2215,UNK,MORRISTOWN,HAMBLEN,TN,3621,8330,SEVERAL TREES DOWN. 1 TREE DOWN ON A HOME ON AILSHIE ROAD. (MRX),36.21,-83.3,,
2220,UNK,2 SW PICKWICK DAM,HARDIN,TN,3503,8828,HARDWARE STORE DESTROYED ON HWY 57...TRUCKED FLIPPED OVER. SPOTTER SAW FUNNEL CLOUD...POSSIBLE TORNADO...HOWEVER FUNNEL BECAME RAIN WRAPPED BEFORE MOVING OVER LOCATION. (MEG),35.03,-88.28,,
2224,UNK,ONEIDA,SCOTT,TN,3650,8451,NUMEROUS TREES AND POWER LINES DOWN COUNTY WIDE. (MRX),36.5,-84.51,,
2224,UNK,1 SSW DUMFRIES,PRINCE WILLIAM,VA,3856,7733,LARGE TREE DOWN ACROSS ROADWAY IN THE DUMFRIES AND TRIANGLE AREA (LWX),38.56,-77.33,,
2224,UNK,1 SSW DUMFRIES,PRINCE WILLIAM,VA,3856,7733,LARGE TREE DOWN IN THE DUMFRIES AND TRIANGLE AREA (LWX),38.56,-77.33,,
2229,UNK,E AUSTIN,POTTER,PA,4164,7809,SEVERAL TREES DOWN AND WATER OVER ROADS. (CTP),41.64,-78.09,,
2232,UNK,2 S SOUTH PITTSBURG,MARION,TN,3499,8571,NUMEROUS TREES DOWN IN THE MIDWAY COMMUNITY. (MRX),34.99,-85.71,,
2235,64,2 ESE LORENTZ,UPSHUR,WV,3900,8027,(RLX),39,-80.27,,
2240,UNK,CLEVELAND,BRADLEY,TN,3518,8487,TREES DOWN ON OLD PARKERSVILLE ROAD. (MRX),35.18,-84.87,,
2243,UNK,PLEASANT VIEW,WHITLEY,KY,3668,8413,LIMBS...3 TO 4 INCH IN DIAMETER...BLOWN DOWN. (JKL),36.68,-84.13,,
2248,UNK,ALMA,ALLEGANY,NY,4201,7805,MULTIPLE TREES DOWN. (BUF),42.01,-78.05,,
2250,UNK,ALMA,ALLEGANY,NY,4201,7805,TREE FELL ON HOUSE. (BUF),42.01,-78.05,,
2250,UNK,SPRINGWATER,LIVINGSTON,NY,4263,7759,WIRES DOWN. (BUF),42.63,-77.59,,
2250,UNK,TRACY CITY,GRUNDY,TN,3526,8575,TREES BLOWN DOWN IN SEVERAL AREAS NEAR TRACY CITY. ONE TREE FELL ON A HOUSE. (OHX),35.26,-85.75,,
2250,UNK,1 NNE TOWER HILL,APPOMATTOX,VA,3751,7878,APPROXIMATELY SIX TREES AND NUMEROUS LARGE TREE LIMBS DOWN (RNK),37.51,-78.78,,
2254,UNK,5 SW ETOWAH,MCMINN,TN,3528,8459,ROOF BLOWN OFF HOME AND SEVERAL TREES DOWN IN THE COG HILL COMMUNITY. (MRX),35.28,-84.59,,
2255,UNK,4 E TULLAHOMA,COFFEE,TN,3537,8614,TREES BLOWN DOWN AND POWER LINES DOWN. (OHX),35.37,-86.14,,
2300,UNK,MONTICELLO,ALBEMARLE,VA,3801,7845,ABOUT 10 LARGE OAK TREES BLOWN DOWN 1.5 MILES EAST OF ROUTE 53 AND ROUTE 20 INTERSECTION. (LWX),38.01,-78.45,,
2300,UNK,5 NNW BENTON,POLK,TN,3524,8469,TREES AND POWER LINES DOWN NEAR THE ATHENS RD AND PINHOOK RD INTERSECTION. (MRX),35.24,-84.69,,
2303,UNK,4 WSW OVERTON,ALBEMARLE,VA,3794,7854,TREE OVER SCOTTSVILLE ROAD. (LWX),37.94,-78.54,,
2304,UNK,1 NNE MONTICELLO,ALBEMARLE,VA,3802,7845,TWO TREES DOWN OVER STATE FARM BOULEVARD. (LWX),38.02,-78.45,,
2305,UNK,2 SSE WESTMORELAND,ALBEMARLE,VA,3806,7844,TREES DOWN ON BOLLINGBROOK DRIVE. (LWX),38.06,-78.44,,
2309,UNK,4 SSE REIDSVILLE,ROCKINGHAM,NC,3630,7964,TREE DOWN ALONG US ROUTE 29 (RNK),36.3,-79.64,,
2313,UNK,5 ESE MADISON,ROCKINGHAM,NC,3635,7989,TREE DOWN ON BETHANY ROAD (RNK),36.35,-79.89,,
2315,UNK,DANSVILLE,LIVINGSTON,NY,4256,7770,ROOF OFF DANSVILLE HS. (BUF),42.56,-77.7,,
2315,UNK,NEWPORT,PERRY,PA,4048,7713,TREES DOWN (CTP),40.48,-77.13,,
2324,UNK,1 S MORNINGSIDE,PRINCE GEORGES,MD,3882,7689,LARGE BRANCHES AND SHINGLES ON ALLENTOWN ROAD. A BIG ROAD SIGN BLOWN DOWN NEAR ANDREWS AIRFORCE BASE. (LWX),38.82,-76.89,,
2325,UNK,CANANDAIGUA,ONTARIO,NY,4289,7728,LINES DOWN AT RT5 AND 20. (BUF),42.89,-77.28,,
2325,UNK,1 SE MORNINGSIDE,PRINCE GEORGES,MD,3882,7688,AT LEAST 9 TREE BRANCHES 8-10 INCHES IN DIAMETER AS WELL AS A LARGE TREE 18-20 INCHES IN DIAMETER BLOWN IN THE DIRECTION FROM ANDREW AFB TOWARD ALLENTOWN ROAD. (LWX),38.82,-76.88,,
2335,UNK,OAKPARK,MADISON,VA,3837,7816,A COUPLE OF TREES DOWN OVER THE ROAD NEAR OAKPARK. (LWX),38.37,-78.16,,
2345,60,TANNER,LIMESTONE,AL,3473,8697,(HUN),34.73,-86.97,,
2346,60,LOYALL,HARLAN,KY,3685,8335,WIND GUSTS ESTIMATED UP TO 60 MPH. (JKL),36.85,-83.35,,
2348,UNK,1 WSW ELKLAND,TIOGA,PA,4199,7733,NUMEROUS TREES DOWN. 70X35 FT BARN DESTROYED. CORN BIN LOST. HOUSE MOVED 1FT OFF OF FOUNDATION. 621 W. MAIN ST ELKLAND BORO. (CTP),41.99,-77.33,,
2349,UNK,EVARTS,HARLAN,KY,3686,8320,A TRAINED SPOTTER REPORTED THAT SEVERAL 3-5 INCH DIAMETER LIMBS WERE BLOWN FROM TREES IN EVARTS. SOME SHINGLES WERE ALSO BLOWN OFF OF HIS HOME WHILE THE STORM PASSED. T (JKL),36.86,-83.2,,
2350,UNK,ELKLAND,TIOGA,PA,4199,7731,SEVERAL TREES DOWN ON POWER LINES. (CTP),41.99,-77.31,,
2353,UNK,8 SE MANCHESTER,COFFEE,TN,3539,8598,TREES BLOWN IN THE HILLSBORO COMMUNITY. (OHX),35.39,-85.98,,
2355,UNK,BLEDSOE,HARLAN,KY,3692,8337,TREE ACROSS ROAD. (JKL),36.92,-83.37,,
2355,UNK,EVARTS,HARLAN,KY,3686,8320,MUDSLIDE WITH TREES BLOCKING KY38. (JKL),36.86,-83.2,,
0,UNK,CAMPBELL,STEUBEN,NY,4223,7720,ROOF BLOWN OFF HOUSE (BGM),42.23,-77.2,,
0,UNK,7 SSW MARYVILLE,BLOUNT,TN,3565,8402,CARPENTERS GRADE ROAD AND BERT GARNER LN (MRX),35.65,-84.02,,
0,UNK,7 SSW MARYVILLE,BLOUNT,TN,3565,8402,TREES DOWN NEAR INTERSECTION OF CARPENTERS GRADE ROAD AND BERT GARNER LN. (MRX),35.65,-84.02,,
5,UNK,PAINTED POST,STEUBEN,NY,4216,7709,LARGE TREE BRANCHES BROKEN (BGM),42.16,-77.09,,
19,70,KNOXVILLE,KNOX,TN,3597,8395,OCCURRING ON THE UNIVERSITY OF TENNESSEE CAMPUS. (MRX),35.97,-83.95,,
20,UNK,BIG FLATS,CHEMUNG,NY,4214,7693,TREES DOWN IN BIG FLATS... HOREHEADS AND ALPINE IN CHEMUNG COUNTY (BGM),42.14,-76.93,,
20,UNK,2 W ALCOA,BLOUNT,TN,3579,8401,MODERATE ROOF DAMAGE TO HOMES IN THE LOUISVILLE AREA. (MRX),35.79,-84.01,,
25,UNK,2 NE MILLPORT,SCHUYLER,NY,4229,7681,SIGNIFICANT DAMAGE TO BARN TREES AND POWER LINES DOWN (BGM),42.29,-76.81,,
30,UNK,MCMINNVILLE,WARREN,TN,3569,8578,SEVERAL REPORTS OF TREES BLOWN DOWN. ONE TREE ON A HOUSE. (OHX),35.69,-85.78,,
32,UNK,1 ENE BLUEMONT,LOUDOUN,VA,3912,7782,SEVERAL TREES DOWN ON ROUTE 7 IN ROUND HILL (LWX),39.12,-77.82,,
32,UNK,2 N ODESSA,SCHUYLER,NY,4234,7682,4 LARGE TREES DOWN (BGM),42.34,-76.82,,
40,UNK,3 SW BELMONT,SPOTSYLVANIA,VA,3812,7791,TWO TREES DOWN ALONG ROUTE 522. (LWX),38.12,-77.91,,
45,UNK,MOHAWK,GREENE,TN,3620,8306,NUMEROUS TREES DOWN. (MRX),36.2,-83.06,,
48,UNK,ASHCAMP,PIKE,KY,3727,8243,A TREE WAS BLOWN DOWN INTO THE ROADWAY. (JKL),37.27,-82.43,,
57,UNK,5 SW LINDALE,FLOYD,GA,3414,8524,FLOYD COUNTY EMERGENCY MANAGEMENT REPORTS HALF OF A HOUSE DESTROYED AND TWO MISSING TRAILERS. (FFC),34.14,-85.24,,
100,UNK,1 N TURKEY CREEK,PIKE,KY,3769,8231,TREE BLOWN DOWN INTO THE ROAD ON KY HIGHWAY 292. (JKL),37.69,-82.31,,
111,UNK,1 SW CAVE SPRING,FLOYD,GA,3410,8534,AMATEUR RADIO RELAYED REPORTS OF TREES DOWN ON A HOUSE WITH A PERSON TRAPPED INSIDE. (FFC),34.1,-85.34,,
115,UNK,DUNLAP,SEQUATCHIE,TN,3537,8539,ROOF BLOWN OFF BUILDING. (MRX),35.37,-85.39,,
124,UNK,4 S FOLSOM,BARTOW,GA,3433,8483,BARTOW COUNTY FIRE DEPARTMENT REPORTED HOMES DAMAGE WITH PEOPLE TRAPPED BETWEEN ADAIRSVILLE AND SNOW SPRINGS. (FFC),34.33,-84.83,,
125,UNK,3 N CASSVILLE,BARTOW,GA,3428,8485,AMATEUR RADIO RELAYED REPORTS OF DAMAGED HOMES,34.28,-84.85,,
125,UNK,4 SSW KINGSPORT,SULLIVAN,TN,3648,8258,SEVERAL TREES AND POWERLINES DOWN IN AND AROUND SULLIVAN GARDENS WITH NO INDICATION OF A TORNADO. REPORTED BY NWS STORM SURVEY TEAM. (MRX),36.48,-82.58,,
130,UNK,1 W CASSVILLE,BARTOW,GA,3424,8488,BARTOW COUNTY FIRE DEPT REPORTS HOMES DAMAGED WITH PEOPLE TRAPPED BETWEEN KINGSTON AND CASSVILLE. (FFC),34.24,-84.88,,
130,UNK,4 N WALESKA,CHEROKEE,GA,3437,8455,CHEROKEE COUNTY EMERGENCY MANAGEMENT REPORTS MANY DOWNED TREES NORTH OF WALESKA. (FFC),34.37,-84.55,,
130,UNK,4 WNW WHITE,BARTOW,GA,3431,8482,TRAINED SPOTTER REPORTS MULTIPLE HOUSES DESTROYED WITH SEVERAL INJURIES. (FFC),34.31,-84.82,,
135,UNK,PINE LOG,BARTOW,GA,3434,8473,PUBLIC REPORTED HOUSES DAMAGED IN THE WHITE AND PINE LOG AREA OF BARTOW COUNTY. (FFC),34.34,-84.73,,
142,UNK,2 NE CARTERSVILLE,BARTOW,GA,3419,8478,TRAINED SPOTTER REPORTS MULTIPLE TREES DOWN AND SEVERAL HOUSES DAMAGED. (FFC),34.19,-84.78,,
150,UNK,1 S CEDARTOWN,POLK,GA,3400,8525,POLK COUNTY 911 RELAYED REPORTS OF SEVERAL HOUSES DAMAGED. (FFC),34,-85.25,,
155,UNK,FENTON MOBILE HOME PARK,BROOME,NY,4221,7582,TREES AND POWERLINES DOWN ACROSS ROUTE 79 (BGM),42.21,-75.82,,
200,UNK,WISE,WISE,VA,3698,8258,TREES DOWN. (MRX),36.98,-82.58,,
203,UNK,PROCIOUS,CLAY,WV,3850,8121,NUMEROUS TREES DOWN ON WV 4 NEAR PROCIOUS (RLX),38.5,-81.21,,
205,UNK,CLEVELAND,BRADLEY,TN,3518,8487,COUPLE TREES DOWN. (MRX),35.18,-84.87,,
208,UNK,DANDRIDGE,JEFFERSON,TN,3602,8342,NUMEROUS TREES DOWN AT DOUGLAS CAMPGROUND. (MRX),36.02,-83.42,,
208,UNK,SPRING CITY,RHEA,TN,3569,8486,NUMEROUS TREES DOWN ON ROAD AND DAMAGE TO A HOME. (MRX),35.69,-84.86,,
212,UNK,BICKMORE,CLAY,WV,3838,8111,NUMEROUS TREES DOWN ON COUNTY ROUTE 22 NEAR BICKMORE (RLX),38.38,-81.11,,
212,UNK,SE BRADLEY,RALEIGH,WV,3786,8120,TREES AND POWERLINES DOWN (RLX),37.86,-81.2,,
212,UNK,SE SOPHIA,RALEIGH,WV,3771,8126,TREES DOWN (RLX),37.71,-81.26,,
220,UNK,MOUNT HOPE,RALEIGH,WV,3791,8118,TREES DOWN. (RLX),37.91,-81.18,,
220,UNK,4 NE PORTSMOUTH,SCIOTO,OH,3877,8294,TREE DOWN ON SR 139 AT NEW BOSTON CORP LIMIT. TIME ESTIMATED FROM RADAR. (ILN),38.77,-82.94,,
220,UNK,4 NNW CARROLLTON,CARROLL,GA,3363,8511,CARROLL COUNTY EMERGENCY MANAGEMENT REPORTS NUMEROUS DOWNED TREES BETWEEN BOWDON AND TO THE NORTH OF CARROLLTON. (FFC),33.63,-85.11,,
223,UNK,1 ESE LESTER,RALEIGH,WV,3773,8128,TREE DOWN ON LESTER HIGHWAY IN GLEN WHITE (RLX),37.73,-81.28,,
226,UNK,2 SE SHADY SPRING,RALEIGH,WV,3769,8107,TREE DOWN ON JOE COOPER FARM ROAD IN WHITE OAK (RLX),37.69,-81.07,,
228,UNK,BABCOCK STATE PARK,FAYETTE,WV,3799,8097,TREES DOWN ON RTE 41 (RLX),37.99,-80.97,,
230,UNK,ABINGDON,WASHINGTON,VA,3671,8197,NUMEROUS TREES DOWN. (MRX),36.71,-81.97,,
230,UNK,DEL RIO,COCKE,TN,3592,8303,NUMEROUS TREES DOWN. (MRX),35.92,-83.03,,
230,UNK,NEW BERLIN,CHENANGO,NY,4262,7534,TREES DOWN IN SOUTH NEW BERLIN (BGM),42.62,-75.34,,
230,UNK,NEWPORT,COCKE,TN,3596,8319,NUMEROUS TREES DOWN AND DAMAGE TO COCKE COUNTY HIGH SCHOOL. (MRX),35.96,-83.19,,
232,UNK,GASSAWAY,BRAXTON,WV,3867,8077,3-4 TREES DOWN ON ROUTE 7 NEAR GASSAWAY (RLX),38.67,-80.77,,
232,UNK,SALTVILLE,SMYTH,VA,3688,8176,REPORTS OF NUMEROUS TREES AND LARGE BRANCHES DOWN IN AND AROUND TOWN (RNK),36.88,-81.76,,
239,UNK,BINGHAM,GREENBRIER,WV,3805,8080,SEVERAL TREES DOWN NEAR BINGHAM VW. (RNK),38.05,-80.8,,
242,UNK,6 WSW VERBENA,CHILTON,AL,3274,8661,TREES WERE BLOWN DOWN. AT LEAST TWO MOBILE HOMES DESTROYED. AT LEAST ONE ROOF DAMAGED. NEAR THE INTERSECTION OF CR-24 AND CR-59. POSSIBLE TORNADO. (BMX),32.74,-86.61,,
244,UNK,3 SSW TAZEWELL,TAZEWELL,VA,3708,8155,TREE DOWN IN THOMPSON VALLEY (RNK),37.08,-81.55,,
245,UNK,BUENA VISTA,SCIOTO,OH,3863,8326,TREE DOWN ON US 52 NEAR SCIOTO/ADAMS COUNTY LINE. TIME ESTIMATED FROM RADAR. (ILN),38.63,-83.26,,
245,UNK,GILBERTSVILLE,OTSEGO,NY,4247,7532,TREES DOWN IN GILBERTSVILLE. (BGM),42.47,-75.32,,
245,UNK,1 SSE NOKESVILLE,PRINCE WILLIAM,VA,3868,7757,TREE BLOWN ONTO POWER LINES CAUSING SPARKS (LWX),38.68,-77.57,,
245,UNK,3 NE NOKESVILLE,PRINCE WILLIAM,VA,3873,7755,INSIDE CEILING PANELS WERE BLOWN OUT OF HARRIS TEETER IN BRISTOW CENTER (LWX),38.73,-77.55,,
246,UNK,TAZEWELL,TAZEWELL,VA,3712,8152,TREE DOWN ON CENTRAL AVENUE (RNK),37.12,-81.52,,
249,UNK,SALACOA VALLEY,CHEROKEE,GA,3438,8459,CHEROKEE COUNTY EMERGENCY MANAGEMENT IS REPORTING SEVERAL TREES DOWN IN SALACOA VALLEY. (FFC),34.38,-84.59,,
250,UNK,HOT SPRINGS,MADISON,NC,3589,8283,ROOFS BLOWN OFF OF HOUSES. POSSIBLE TORNADO. (GSP),35.89,-82.83,,
250,UNK,WNW MOUNTAIN SCENE,TOWNS,GA,3486,8373,TOWNS COUNTY EMERGENCY MANAGEMENT REPORTS A TREE DOWNED ONTO A HOUSE ON THE SOUTHERN END OF THE COUNTY. (FFC),34.86,-83.73,,
250,UNK,4 NE TAZEWELL,TAZEWELL,VA,3716,8146,TREE DOWN ALONG ROUTE 460 EASTBOUND NEAR THE INTERSECTION OF ROUTE 781 (RNK),37.16,-81.46,,
251,UNK,4 NE TAZEWELL,TAZEWELL,VA,3716,8148,TREE DOWN NEAR WITTENS MILLS (RNK),37.16,-81.48,,
258,UNK,CORINTH,HEARD,GA,3323,8495,HEARD COUNTY 911 RELAYED REPORTS OF OVER A DOZEN DOWNED TREES IN THE CORINTH AREA. ONE TREE WAS DOWNED ONTO A HOUSE. (FFC),33.23,-84.95,,
302,UNK,5 SSW NEWNAN,COWETA,GA,3331,8483,COWETA COUNTY 911 REPORTS NEARLY A DOZEN DOWNED TREES IN THE AREA OF CORINTH AND EARL NORTH ROADS OUTSIDE OF NEWNAN. (FFC),33.31,-84.83,,
305,UNK,7 W CLAYTON,RABUN,GA,3488,8352,TREE BLOWN DOWN ON ROOF. METAL ROOF PANELS PEELED OFF. POSSIBLE TORNADO. (GSP),34.88,-83.52,,
306,UNK,CHATSWORTH,MURRAY,GA,3477,8477,MURRAY COUNTY 911 REPORTS MORE THAN HALF A DOZEN DOWNED TREES COUNTYWIDE. (FFC),34.77,-84.77,,
316,UNK,5 S LAGRANGE,TROUP,GA,3297,8503,TROUP COUNTY 911 RELAYED A REPORT OF ROOF DAMAGE TO A HOUSE ON MURPHY ROAD. (FFC),32.97,-85.03,,
320,UNK,DOLGEVILLE,HERKIMER,NY,4310,7477,A LARGE TREE AND WIRES DOWN ON HOWARD STREET IN THE VILLAGE. SPOTTER MEASURED A WIND GUST OF 41 MPH JUST OUTSIDE THE VILLAGE. (ALY),43.1,-74.77,,
320,UNK,SHARPS CHAPEL,UNION,TN,3634,8381,TREE DOWN ON TRAILER. (MRX),36.34,-83.81,,
330,UNK,5 E SUCHES,LUMPKIN,GA,3469,8394,LUMPKIN COUNTY 911 REPORTED MANY DOWNED TREES AND POWERLINES NEAR DICKS CREEK. (FFC),34.69,-83.94,,
340,UNK,6 S CASS SCENIC RAILROA,POCAHONTAS,WV,3837,7993,SEVERAL SMALL TREES DOWN IN SENECA STATE FOREST (RLX),38.37,-79.93,,
345,UNK,ELKINS,RANDOLPH,WV,3893,7985,ROOFS BLOWN OFF BUILDINGS...MULTIPLE TREES DOWN (RLX),38.93,-79.85,,
345,UNK,ELKINS,RANDOLPH,WV,3893,7985,STRUCTURAL DAMAGE IN THE INDUSTRIAL PARK...TREES DOWN ON HOUSES (RLX),38.93,-79.85,,
345,UNK,ELKINS,RANDOLPH,WV,3894,7983,TREES DOWN. (RLX),38.94,-79.83,,
350,UNK,1 E MEADOW BLUFF,GREENBRIER,WV,3790,8063,SEVERAL TREES DOWN IN DAWSON AND CLINTONVILLE WV (RNK),37.9,-80.63,,
353,UNK,3 WNW DAWSONVILLE,DAWSON,GA,3444,8417,AMATEUR RADIO RELAYED REPORTS FROM DAWSON COUNTY EMERGENCY MANAGEMENT OF SEVERAL DOWNED TREES IN CENTRAL DAWSON COUNTY. (FFC),34.44,-84.17,,
354,UNK,3 NE HAMILTON,HARRIS,GA,3280,8484,BROADCAST MEDIA RELAYED REPORTS OF A DOWNED OAK TREE DESTROYING A HOME ON G STREET IN HAMILTON. (FFC),32.8,-84.84,,
355,UNK,4 NE HAMILTON,HARRIS,GA,3280,8482,BROADCAST MEDIA RELAYED REPORTS OF A CAR AND A HOUSE FLIPPED ON GA HWY 354 EAST OF HAMILTON. (FFC),32.8,-84.82,,
400,UNK,SAPPHIRE,TRANSYLVANIA,NC,3511,8300,TREES DOWN ALL OVER SAPHIRE VALLEY WITH SEVERAL STORMS BETWEEN 1200 AND 0200 EDT. BLUE RIDGE PUBLIC SAFETY REPORT. (GSP),35.11,-83,,
